timestamp,open,high,low,close,volume,RSI,MACD,MACD_signal,MACD_hist,Doji,date,sentiment,ema_50,ema_200,rsi,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,avg_volume_10d,avg_volume_50d,volume_ratio,master_score,52_week_high,distance_from_high
2025-07-07 09:15:00+05:30,689.05,689.85,687.05,688.15,56903,0.0,0.0,0.0,0.0,0,2025-07-07,0.0,,,,,,,,,,0.0,,
2025-07-07 09:16:00+05:30,688.15,688.35,686.15,687.5,69250,0.0,0.0,0.0,0.0,0,2025-07-07,0.0,,,,,,,,,,0.0,,
2025-07-07 09:17:00+05:30,687.5,688.1,687.2,687.8,38244,0.0,0.0,0.0,0.0,0,2025-07-07,0.0,,,,,,,,,,0.0,,
2025-07-07 09:18:00+05:30,687.9,687.9,687.5,687.7,29017,0.0,0.0,0.0,0.0,0,2025-07-07,0.0,,,,,,,,,,0.0,,
2025-07-07 09:19:00+05:30,687.85,688.4,687.85,688.4,33382,0.0,0.0,0.0,0.0,0,2025-07-07,0.0,,,,,,,,,,0.0,,
2025-07-07 09:20:00+05:30,688.4,688.45,688.1,688.35,25460,0.0,0.0,0.0,0.0,0,2025-07-07,0.0,,,,,,,,,,0.0,,
2025-07-07 09:21:00+05:30,688.15,688.95,688.15,688.95,46562,0.0,0.0,0.0,0.0,0,2025-07-07,0.0,,,,,,,,,,0.0,,
2025-07-07 09:22:00+05:30,688.9,689.4,688.5,689.2,52415,0.0,0.0,0.0,0.0,0,2025-07-07,0.0,,,,,,,,,,0.0,,
2025-07-07 09:23:00+05:30,689.15,689.15,688.75,689.0,23915,0.0,0.0,0.0,0.0,0,2025-07-07,0.0,,,,,,,,,,0.0,,
2025-07-07 09:24:00+05:30,689.0,689.1,688.8,688.8,44867,0.0,0.0,0.0,0.0,0,2025-07-07,0.0,,,,,,,42001.5,,,0.0,,
2025-07-07 09:25:00+05:30,688.8,688.8,688.6,688.6,13360,0.0,0.0,0.0,0.0,0,2025-07-07,0.0,,,,,,,37647.2,,,0.0,,
2025-07-07 09:26:00+05:30,688.55,689.35,688.4,689.35,22992,0.0,0.0,0.0,0.0,0,2025-07-07,0.0,,,,,,,33021.4,,,0.0,,
2025-07-07 09:27:00+05:30,689.65,690.4,689.3,689.3,45355,0.0,0.0,0.0,0.0,0,2025-07-07,0.0,,,,,,,33732.5,,,0.0,,
2025-07-07 09:28:00+05:30,689.5,689.75,689.4,689.75,10436,0.0,0.0,0.0,0.0,0,2025-07-07,0.0,,,,,,,31874.4,,,0.0,,
2025-07-07 09:29:00+05:30,690.0,690.0,689.8,690.0,17091,73.97366519444326,0.0,0.0,0.0,100,2025-07-07,0.0,,,73.97366519444326,,,,30245.3,,,0.3698683259722163,,
2025-07-07 09:30:00+05:30,690.0,691.0,690.0,691.0,22140,80.87945319147457,0.0,0.0,0.0,0,2025-07-07,0.0,,,80.87945319147457,,,,29913.3,,,0.40439726595737285,,
2025-07-07 09:31:00+05:30,690.55,691.0,690.55,690.9,32498,78.6325353556939,0.0,0.0,0.0,0,2025-07-07,0.0,,,78.6325353556939,,,,28506.9,,,0.3931626767784695,,
2025-07-07 09:32:00+05:30,690.9,691.4,690.8,691.2,32029,80.39240035520534,0.0,0.0,0.0,0,2025-07-07,0.0,,,80.39240035520534,,,,26468.3,,,0.4019620017760267,,
2025-07-07 09:33:00+05:30,691.0,691.25,690.7,691.0,27017,75.90406967790746,0.0,0.0,0.0,100,2025-07-07,0.0,,,75.90406967790746,,,,26778.5,,,0.3795203483895373,,
2025-07-07 09:34:00+05:30,691.0,691.5,691.0,691.35,27501,78.19804155610892,0.0,0.0,0.0,0,2025-07-07,0.0,,,78.19804155610892,,,,25041.9,,,0.3909902077805446,,
2025-07-07 09:35:00+05:30,691.2,691.2,691.0,691.0,18019,70.92633122914867,0.0,0.0,0.0,0,2025-07-07,0.0,,,70.92633122914867,,,,25507.8,,,0.3546316561457434,,
2025-07-07 09:36:00+05:30,691.0,691.7,691.0,691.7,26695,75.77776015146844,0.0,0.0,0.0,0,2025-07-07,0.0,,,75.77776015146844,,,,25878.1,,,0.3788888007573422,,
2025-07-07 09:37:00+05:30,691.7,691.95,691.55,691.55,22575,72.9679319021786,0.0,0.0,0.0,0,2025-07-07,0.0,,,72.9679319021786,,,,23600.1,,,0.36483965951089303,,
2025-07-07 09:38:00+05:30,691.2,691.3,690.3,690.5,21120,57.02735707160633,0.0,0.0,0.0,0,2025-07-07,0.0,,,57.02735707160633,,,,24668.5,,,0.28513678535803166,,
2025-07-07 09:39:00+05:30,690.3,690.3,690.1,690.3,23127,54.581436863057135,0.0,0.0,0.0,100,2025-07-07,0.0,,,54.581436863057135,,,,25272.1,,,0.27290718431528566,,
2025-07-07 09:40:00+05:30,690.0,690.0,688.65,688.65,26098,39.52130061495427,0.6848382456112176,0.0,0.0,0,2025-07-07,0.0,,,39.52130061495427,0.6848382456112176,,,25667.9,,,0.19760650307477134,,
2025-07-07 09:41:00+05:30,688.35,688.5,687.6,687.9,45432,34.81850543447776,0.4426387171389478,0.0,0.0,0,2025-07-07,0.0,,,34.81850543447776,0.44263871713894787,,,26961.3,,,0.1740925271723888,,
2025-07-07 09:42:00+05:30,688.15,688.5,687.5,687.55,19501,32.853780949345264,0.2199167080265169,0.0,0.0,0,2025-07-07,0.0,,,32.853780949345264,0.21991670802651697,,,25708.5,,,0.1642689047467263,,
2025-07-07 09:43:00+05:30,687.6,687.75,686.8,687.0,57567,29.989954669719264,-0.0009614097455141,0.0,0.0,0,2025-07-07,0.0,,,29.989954669719264,-0.0009614097455141746,,,28763.5,,,0.14994977334859633,,
2025-07-07 09:44:00+05:30,686.95,687.25,686.7,687.2,26271,32.30093357976317,-0.1580486939287766,0.0,0.0,0,2025-07-07,0.0,,,32.30093357976317,-0.15804869392877663,,,28640.5,,,0.16150466789881585,,
2025-07-07 09:45:00+05:30,687.2,687.2,686.7,686.85,40816,30.409186150384045,-0.3072418801814365,0.0,0.0,0,2025-07-07,0.0,,,30.409186150384045,-0.3072418801814365,,,30920.2,,,0.15204593075192022,,
2025-07-07 09:46:00+05:30,686.65,686.85,686.5,686.75,18008,29.87090022064937,-0.4286070046792929,0.0,0.0,0,2025-07-07,0.0,,,29.87090022064937,-0.4286070046792929,,,30051.5,,,0.14935450110324686,,
2025-07-07 09:47:00+05:30,686.8,686.95,686.7,686.85,13423,31.18276814480104,-0.5108320223948795,0.0,0.0,100,2025-07-07,0.0,,,31.182768144801038,-0.5108320223948795,,,29136.3,,,0.1559138407240052,,
2025-07-07 09:48:00+05:30,686.8,687.25,686.5,687.25,55221,36.3146435966238,-0.5375230531135458,-0.0662022659185292,-0.4713207871950165,0,2025-07-07,0.0,,,36.3146435966238,-0.5375230531135458,-0.4713207871950165,-0.06620226591852922,32546.4,,,0.181573217983119,,
2025-07-07 09:49:00+05:30,687.15,687.7,686.85,687.2,13197,35.95371822259645,-0.556297814467257,-0.1642213756282747,-0.3920764388389822,100,2025-07-07,0.0,,,35.95371822259645,-0.556297814467257,-0.39207643883898224,-0.16422137562827477,31553.4,,,0.17976859111298224,,
2025-07-07 09:50:00+05:30,687.4,687.7,687.35,687.7,9093,42.14603855021076,-0.5247817692090848,-0.2363334543444368,-0.288448314864648,0,2025-07-07,0.0,,,42.14603855021076,-0.5247817692090848,-0.288448314864648,-0.2363334543444368,29852.9,,,0.2107301927510538,,
2025-07-07 09:51:00+05:30,687.7,687.9,687.55,687.9,9336,44.4592529345928,-0.4781548759817724,-0.2846977386719039,-0.1934571373098684,0,2025-07-07,0.0,,,44.4592529345928,-0.4781548759817724,-0.19345713730986847,-0.28469773867190395,26243.3,,,0.22229626467296398,,
2025-07-07 09:52:00+05:30,687.65,687.9,687.1,687.3,19576,39.37311124725949,-0.4840380237269528,-0.3245657956829137,-0.159472228044039,0,2025-07-07,0.0,,,39.37311124725949,-0.4840380237269528,-0.15947222804403904,-0.32456579568291377,26250.8,,,0.19686555623629742,,
2025-07-07 09:53:00+05:30,687.3,687.4,687.0,687.35,18148,39.98922228028779,-0.4791426206926417,-0.3554811606848593,-0.1236614600077823,100,2025-07-07,0.0,,,39.98922228028779,-0.4791426206926417,-0.12366146000778233,-0.35548116068485935,22308.9,,,0.19994611140143895,,
2025-07-07 09:54:00+05:30,687.45,687.65,687.45,687.65,9081,43.68698003441956,-0.4459152522678096,-0.3735679790014494,-0.0723472732663601,0,2025-07-07,0.0,,,43.686980034419555,-0.4459152522678096,-0.07234727326636015,-0.37356797900144945,20589.9,,,0.21843490017209777,,
2025-07-07 09:55:00+05:30,687.65,688.2,687.65,688.0,19818,47.73334784709456,-0.3868805305414753,-0.3762304893094547,-0.0106500412320206,0,2025-07-07,0.0,,,47.73334784709456,-0.3868805305414753,-0.010650041232020624,-0.3762304893094547,18490.1,,,0.23866673923547277,,
2025-07-07 09:56:00+05:30,688.0,688.25,688.0,688.0,8329,47.73334784709454,-0.3362193607497374,-0.3682282635975112,0.0320089028477738,100,2025-07-07,0.0,,,47.73334784709454,-0.33621936074973746,0.0320089028477738,-0.36822826359751126,17522.2,,,0.2386667392354727,,
2025-07-07 09:57:00+05:30,688.0,688.4,688.0,688.2,17878,50.1091421079754,-0.2767415854342516,-0.3499309279648593,0.0731893425306077,0,2025-07-07,0.0,,,50.1091421079754,-0.27674158543425165,0.07318934253060771,-0.34993092796485936,17967.7,,,0.250545710539877,,
2025-07-07 09:58:00+05:30,688.0,688.0,687.8,687.8,8273,45.64074698967303,-0.2588972704670595,-0.3317241964652994,0.0728269259982398,0,2025-07-07,0.0,,,45.64074698967303,-0.25889727046705957,0.07282692599823981,-0.3317241964652994,13272.9,,,0.22820373494836516,,
2025-07-07 09:59:00+05:30,687.55,687.95,687.55,687.85,7737,46.28554027968673,-0.2379776815843115,-0.3129748934891018,0.0749972119047903,0,2025-07-07,0.0,,,46.28554027968673,-0.23797768158431154,0.0749972119047903,-0.31297489348910185,12726.9,,,0.23142770139843363,,
2025-07-07 10:00:00+05:30,687.5,687.95,687.5,687.95,8859,47.62366566118328,-0.2108984859459042,-0.2925596119804623,0.0816611260345581,0,2025-07-07,0.0,,,47.62366566118328,-0.2108984859459042,0.0816611260345581,-0.2925596119804623,12703.5,,,0.2381183283059164,,
2025-07-07 10:01:00+05:30,687.8,687.95,687.6,687.6,5915,43.53572910967606,-0.2151994182980843,-0.2770875732439867,0.0618881549459023,0,2025-07-07,0.0,,,43.53572910967606,-0.2151994182980843,0.061888154945902385,-0.2770875732439867,12361.4,,,0.21767864554838032,,
2025-07-07 10:02:00+05:30,687.75,687.95,687.5,687.85,6145,47.03310633291076,-0.1961736596761056,-0.2609047905304105,0.0647311308543048,0,2025-07-07,0.0,,,47.033106332910755,-0.19617365967610567,0.06473113085430482,-0.2609047905304105,11018.3,,,0.23516553166455378,,
