title,date,url,source,sentiment
"Promoter salaries in India show sharp divide—some earn crores, others take zero",2025-08-07,https://www.livemint.com/companies/promoter-salaries-in-india-show-sharp-divide-some-earn-crores-others-take-zero-11754401868347.html,Livemint,-0.125
How tyre baron Raunaq Singh lost his empire—but cemented his legacy,2025-07-19,https://www.livemint.com/companies/people/raunaq-singh-apollo-tyres-founder-partition-legacy-family-feud-11752821854100.html,Livemint,0.0
